id,z0,z1,Q_H,area_S,area_E,area_W,area_N,g_perp_S,g_perp_E,g_perp_W,g_perp_N,u_value_S,u_value_E,u_value_W,u_value_N
13,-0.541494,-1.1847411,170.14069615106243,10.87747,14.049526,9.152428,8.219842,0.4785715,0.4876921,0.5500803,0.514681,0.3781908,0.39386094,0.37620822,0.5477559
14,-1.9163814,1.4623634,174.7474963222955,6.1505194,13.891444,11.117296,11.475161,0.448407,0.43856275,0.57664675,0.33074033,0.5101075,0.5403025,0.4042327,0.5245061
15,-1.1956586,-0.33416787,170.567258821579,9.132371,14.191975,10.404357,8.763188,0.4454277,0.51094943,0.5678269,0.49366266,0.4214053,0.38298154,0.41210306,0.5226153
16,1.2693621,-0.28141412,174.21168856202672,9.850987,12.836758,8.7321205,10.983374,0.49732932,0.48766673,0.46785843,0.4958166,0.46957237,0.5694739,0.49356285,0.6113715
17,1.4761434,0.5577051,176.51235034773487,8.357944,12.737132,8.432636,11.448978,0.44877774,0.4452569,0.4788767,0.50954956,0.5454836,0.60198796,0.5500937,0.6264119
18,0.6496573,0.77288574,175.69946463867143,7.4243746,12.71085,9.836029,11.337992,0.4738655,0.4680569,0.50949144,0.5065426,0.5655745,0.5956445,0.5362959,0.61847174
19,1.1594012,-0.29203883,174.0955021114965,9.825775,12.825904,8.873381,10.9285755,0.4977032,0.49011526,0.4681517,0.4944912,0.46647298,0.56651455,0.49066442,0.6077508
20,-0.052463733,1.1776099,175.30244140909394,6.754563,12.781777,10.570296,11.448852,0.50548685,0.4657807,0.54030704,0.4599896,0.5714204,0.59363914,0.5193227,0.59492314
21,-0.04898594,0.108164325,173.51817797279935,8.795606,12.817598,10.492008,10.257698,0.4672553,0.5009998,0.5183849,0.48516372,0.49058965,0.5291337,0.47610262,0.58004385
22,0.8785836,0.42467204,175.38686181726516,8.278921,12.733249,9.342738,11.145603,0.46966633,0.4701795,0.49537617,0.5081468,0.5331939,0.58878756,0.5223016,0.6132466
23,1.6219667,0.094278425,175.5693705571739,9.26168,12.8076,8.132788,11.33898,0.46839607,0.462435,0.4678954,0.50665367,0.5040246,0.5851148,0.5268881,0.6246119
24,1.1134226,-0.036215648,174.68272547087383,9.27087,12.751098,8.8647375,11.11918,0.48601475,0.48103547,0.47618055,0.496428,0.49049532,0.57305723,0.5030433,0.60860455
25,0.048620768,0.97985196,175.03189615125868,7.0882425,12.718023,10.532085,11.285841,0.49750543,0.4748809,0.53249013,0.474635,0.5618696,0.5809832,0.5230305,0.5934981
26,-0.018718326,0.26424754,173.8113443500728,8.478797,12.825584,10.634106,10.493918,0.47020814,0.49692854,0.52106297,0.48417664,0.5060106,0.54048336,0.48468342,0.58388513
27,-0.5471213,0.77194095,173.82017757619855,7.3457,13.017888,10.896082,10.78388,0.48439515,0.49911767,0.54629165,0.4415028,0.52203834,0.5436751,0.48758176,0.5493781
28,0.3532024,-1.9355398,169.70240792058416,12.006088,13.963736,9.367831,7.8439813,0.5431981,0.5028866,0.4723476,0.53453267,0.33041415,0.46767068,0.38770986,0.58592314
29,1.411361,1.236678,177.79465416511434,6.941343,12.69696,8.76269,11.636828,0.42999077,0.42017773,0.4986395,0.513789,0.60193205,0.6347241,0.5882522,0.6404358
30,0.93905437,0.42155895,175.46948313601214,8.320334,12.742196,9.248134,11.156806,0.46862203,0.4680301,0.49316585,0.50835246,0.5324697,0.59061015,0.5240973,0.6142446
31,0.11256515,0.807524,174.84818370835436,7.3972015,12.70714,10.543146,11.20824,0.49111634,0.47749698,0.525876,0.48347938,0.5528503,0.5736388,0.5167683,0.59415096
32,0.5889976,1.1821777,176.30318123437675,6.6904263,12.666225,9.971832,11.511286,0.48632893,0.45207232,0.51816297,0.49592143,0.59525454,0.61165035,0.5548658,0.6218446
33,-0.51117885,0.23056442,172.7779168461633,8.46207,13.096152,10.635443,9.961666,0.46525344,0.51250017,0.5376804,0.4728925,0.47854257,0.49748737,0.46986774,0.5472664
34,-0.9310381,-0.7793236,170.35242813664496,9.983208,14.162035,9.958187,8.303427,0.45225424,0.49465203,0.56436723,0.50609386,0.40550902,0.37573618,0.38959026,0.5365037
35,0.84874743,0.003707746,174.57151113217282,9.116446,12.731445,9.243737,10.928337,0.48378438,0.4828873,0.48310432,0.49219203,0.49361995,0.5681408,0.4988924,0.60434204
36,1.3938781,-0.04376055,174.94954696056038,9.425593,12.825194,8.503143,11.204338,0.4811606,0.4741945,0.470058,0.50186056,0.4911712,0.57751405,0.50984865,0.6164395
37,0.5936535,0.46697202,175.07259915211603,8.053848,12.740907,9.834723,11.14558,0.47388414,0.47771698,0.50589126,0.50461495,0.53909,0.58157426,0.5150368,0.60882086
38,0.07452402,-1.1305221,171.00129016333779,11.215151,13.551097,9.208803,8.887103,0.5034739,0.49247497,0.50173193,0.51065725,0.38112497,0.4726297,0.40300566,0.5614254
39,1.4496046,-0.44239387,174.01214746716474,10.303135,12.895112,8.566351,10.864798,0.5030283,0.48923984,0.4599424,0.49502906,0.4539131,0.5726782,0.49004272,0.61659884
40,0.5077142,2.8628616,179.53183586321114,4.640198,13.086861,10.092308,13.186475,0.5137617,0.32882714,0.58264124,0.42537966,0.69611263,0.71237236,0.55904907,0.6653614
41,0.31306145,-0.968912,171.6540739843446,11.019718,13.2702465,9.359845,9.278642,0.50346875,0.4940442,0.48885933,0.5060994,0.39272106,0.5036032,0.42093602,0.569638
42,0.99057513,1.8126421,178.14322186478705,5.8530636,12.721832,9.475739,12.013894,0.47243172,0.3958308,0.52327174,0.49654803,0.6423487,0.6552611,0.5947872,0.6424871
43,-0.7659161,0.7429454,173.47104370364963,7.329589,13.162912,10.8403015,10.568066,0.4774948,0.49976623,0.5572294,0.43184072,0.504279,0.52682215,0.4782573,0.535574
44,1.4137048,1.0874068,177.56934416149397,7.2040253,12.661137,8.674486,11.56206,0.43008092,0.42540842,0.49423587,0.5142751,0.588994,0.6274369,0.5806563,0.6379813
45,-1.7495105,-0.043827873,170.65114394237568,8.246799,14.604456,10.429686,8.825301,0.42164913,0.5043677,0.5846344,0.46295634,0.4215859,0.36497605,0.38703352,0.5085942
46,-0.12803672,0.06099978,173.2561625593286,8.907595,12.852524,10.47267,10.107211,0.46545362,0.5038758,0.5217801,0.48448983,0.48167714,0.5197515,0.47086775,0.57350427
47,-0.65837145,0.40162894,172.87701541359849,8.023693,13.15384,10.654217,10.055877,0.46962905,0.5095605,0.5475758,0.45789236,0.48329815,0.4995686,0.4728937,0.5380315
48,0.5704158,-0.4535543,173.35937994366745,10.025608,12.849239,9.380804,10.237986,0.4890776,0.4949766,0.47689176,0.4859781,0.44332203,0.5374471,0.46185145,0.5918709
49,0.76758325,0.81699157,176.01974130736352,7.358723,12.681474,9.628464,11.355919,0.4682722,0.46172267,0.5070014,0.50834125,0.5701031,0.602102,0.5439058,0.622972
50,0.94070107,-0.84762144,172.75244073239452,10.797171,12.928358,9.404922,9.93261,0.5150134,0.4994883,0.4534415,0.4948272,0.4077182,0.54779613,0.46102065,0.59869355
51,-1.1176472,-1.4738241,169.0146805018671,10.681431,14.776716,9.3786,7.2439027,0.4629541,0.48414516,0.5825137,0.52741265,0.36311802,0.31616166,0.34640205,0.5532719
52,1.5290012,-0.40020886,174.25447661536913,10.246333,12.910803,8.42479,10.938224,0.49828535,0.48530132,0.45952407,0.49549598,0.45989877,0.5771849,0.4939907,0.6186094
53,-0.37971836,-0.25106305,172.04369432597213,9.51181,13.259741,10.2631,9.487017,0.4628655,0.50938666,0.53141844,0.4976191,0.4527632,0.47496292,0.43861857,0.5510305
54,0.1439971,-0.32195818,172.9376299496584,9.751807,12.990583,9.808344,9.849407,0.4757983,0.49956074,0.50493276,0.48752213,0.4536109,0.5148645,0.45664844,0.5744201
55,-0.50316536,0.4782717,173.25491021307795,7.9080014,12.987566,10.784097,10.320549,0.47307876,0.5089825,0.5407374,0.46013102,0.49781942,0.51849145,0.4804313,0.54815817
56,-0.42030877,0.11696039,172.7185865010195,8.752615,13.073922,10.6258,9.905903,0.46323025,0.5124551,0.5330845,0.47940305,0.47401863,0.49957323,0.46350214,0.55307287
57,0.15854494,0.726102,174.82498642999775,7.5234838,12.714204,10.525722,11.1809025,0.48652264,0.4786137,0.52269465,0.48688298,0.5493006,0.5719603,0.51501656,0.59600776
58,0.8843386,0.15105553,174.8949191382956,8.824306,12.734298,9.225808,11.036338,0.4791259,0.47734517,0.48769695,0.4983262,0.50795066,0.57718056,0.50714546,0.60782856
59,-0.49042985,0.24524246,172.85142884541833,8.434949,13.063331,10.652506,10.002364,0.46565175,0.5121571,0.5368787,0.47195345,0.48033836,0.5005013,0.47155306,0.5486714
60,-0.22617033,-0.25872883,172.33776452924022,9.573226,13.164605,10.16601,9.653691,0.46680546,0.5060253,0.52307385,0.49624267,0.45544657,0.48802677,0.4446447,0.55828667
61,-1.2466972,1.7894417,175.8648325488715,5.695191,13.50285,11.22814,12.509859,0.49013352,0.43396345,0.56938744,0.35801756,0.55083007,0.6128504,0.44689363,0.56692487
62,0.13749206,-0.4678573,172.58312024391026,10.060903,13.067896,9.662093,9.697015,0.48013547,0.49676028,0.50368816,0.49000528,0.4381035,0.5036242,0.44746098,0.5688759
63,-0.29914892,0.453843,173.54491769576694,8.032455,12.848516,10.812393,10.520877,0.47503817,0.50493693,0.5313524,0.47066596,0.5078599,0.5289455,0.4867173,0.562567
64,-0.42704955,-0.1827801,172.0902515303117,9.366613,13.250101,10.357743,9.541077,0.46177834,0.511417,0.53400314,0.4947923,0.45641613,0.4765294,0.44148356,0.55053735
65,0.21564013,1.0885731,175.45548764008734,6.9316673,12.696217,10.385084,11.355442,0.49905515,0.46461937,0.53153664,0.48262388,0.5774973,0.59510916,0.53273565,0.6041545
66,0.84601945,0.89025277,176.30160353716283,7.230906,12.658572,9.515883,11.395212,0.46427992,0.4557283,0.50609905,0.50832695,0.57614887,0.60740393,0.55078804,0.6259745
67,0.385941,-0.10750546,173.85007423670567,9.278706,12.878617,9.792052,10.411934,0.47570357,0.4952579,0.49461883,0.48745108,0.4793522,0.5457846,0.4798181,0.5912889
68,0.8717211,-0.9143007,172.47344278343024,10.908117,12.955593,9.475353,9.757444,0.5169029,0.49882996,0.45607284,0.4976517,0.39853764,0.5422321,0.4548607,0.5932139
69,-0.18257788,1.3441962,175.5176846059911,6.4733973,12.823595,10.667772,11.670347,0.51176244,0.45795515,0.54784244,0.44475323,0.5779201,0.6046719,0.5126529,0.59558076
70,-0.33359715,-0.658805,171.3030629450538,10.31579,13.560342,9.632779,8.988856,0.47083277,0.4961233,0.53099287,0.50587356,0.4210513,0.44591263,0.41068017,0.5392765
71,-0.42203996,0.47364375,173.37237149301396,7.9422946,12.926865,10.810055,10.410623,0.47449756,0.50797564,0.5365863,0.4642326,0.5027767,0.52337384,0.48307362,0.5534913
72,1.1847922,0.2871462,175.4851427720209,8.724919,12.729937,8.827727,11.26079,0.47005045,0.46500313,0.48425367,0.5038657,0.5206128,0.58778816,0.5222841,0.61568123
73,0.6848468,-0.9638242,172.13370439625277,11.000428,13.058711,9.489978,9.561003,0.51569223,0.49652317,0.46562278,0.5009078,0.3931351,0.53176844,0.44214723,0.585435
74,-0.36571297,1.2259417,175.03857390195157,6.597128,12.906703,10.821224,11.591745,0.50463593,0.47139537,0.54960096,0.43649045,0.56053656,0.5901492,0.5008149,0.5811675
75,2.0505989,-0.2652698,175.33747573102215,10.159185,13.016281,7.6523643,11.089562,0.47233546,0.46570727,0.45241812,0.5047889,0.47093374,0.592763,0.52491677,0.636183
76,0.48234776,-0.677139,172.59117157497022,10.498685,12.950895,9.427729,9.776892,0.49613044,0.49528205,0.4816453,0.49440354,0.41709736,0.52484727,0.44617602,0.580483
77,1.2405348,-0.27126473,174.2106053603035,9.814426,12.829207,8.762886,10.982391,0.49702305,0.4878302,0.46820992,0.49562582,0.46985412,0.5687914,0.49352923,0.6105407
78,-1.0793682,-1.3855293,169.21046680785716,10.604204,14.688588,9.406463,7.374193,0.4612643,0.48451322,0.5811487,0.5243858,0.36834857,0.32486883,0.35115445,0.55022615
79,-0.92835045,-0.055274617,171.35217941400413,8.863509,13.663164,10.443568,9.340421,0.46089864,0.5187828,0.5550784,0.48436964,0.44771135,0.4319431,0.4340686,0.52848685
80,0.056575246,-0.37831515,172.64704902516016,9.8758135,13.087255,9.818384,9.718069,0.47542235,0.49845695,0.50930816,0.48960888,0.4469985,0.5034407,0.44973296,0.5676951
81,-0.79811823,0.46406332,172.79694062675583,7.8733926,13.290308,10.647455,10.076496,0.46890938,0.5068788,0.5558793,0.44888997,0.4811679,0.4938675,0.46957627,0.5310409
82,0.046918143,-0.06786593,173.3560301364278,9.181977,12.855928,10.241117,10.103828,0.46962926,0.50115097,0.51115066,0.487324,0.47688514,0.52511525,0.4708428,0.5809388
83,-1.141958,0.16665074,171.52516332420734,8.28569,13.818313,10.403657,9.498959,0.45779738,0.514491,0.5675473,0.46385455,0.44848174,0.43290183,0.43246803,0.5192558
84,0.09364887,0.5468128,174.46043794072494,7.88416,12.718926,10.602232,10.943894,0.47977364,0.48648405,0.52078295,0.48480836,0.5340859,0.5589604,0.50340086,0.5926854
85,-0.7584884,0.7053121,173.39966071220013,7.403531,13.168619,10.821274,10.496902,0.47646528,0.50088334,0.5564335,0.43438208,0.5016649,0.5232705,0.47811016,0.5355045
86,0.4125231,-0.05201266,174.0104857834368,9.170514,12.867131,9.798545,10.498589,0.47437626,0.4931011,0.4950161,0.48866335,0.48489916,0.550094,0.4843367,0.59343094
87,1.6859807,-0.25798345,174.86183478317747,9.968087,12.953643,8.150221,11.077615,0.48333648,0.47484753,0.45976675,0.50051355,0.47389925,0.58262753,0.50665903,0.62500906
88,1.9786835,-0.96105593,173.5442477307043,11.572686,12.909255,8.176309,10.170516,0.5217057,0.49775255,0.4220682,0.49311814,0.40640023,0.5927264,0.5049103,0.62877244
89,-0.124166116,-0.2810542,172.49199792965985,9.66443,13.123978,10.082499,9.713053,0.46976075,0.50258356,0.5181846,0.49365494,0.4546612,0.4945786,0.44778013,0.56226915
90,-1.4868836,-0.30351725,170.309666260438,8.837159,14.491325,10.354314,8.588126,0.43392462,0.50711256,0.58104086,0.4898872,0.4144806,0.36016276,0.39741436,0.51614136
91,1.3593547,0.78562295,176.90194828354373,7.784646,12.6686535,8.672715,11.431829,0.44049698,0.4386579,0.48734957,0.51401293,0.5650985,0.6134408,0.5606452,0.6288867
92,-0.40058357,-0.50497466,171.52606738603083,10.030866,13.484164,9.910518,9.108819,0.46420822,0.5019129,0.53149354,0.5047555,0.4318538,0.45239663,0.42056957,0.5419335
93,-1.3913387,-0.7549023,169.73907417117817,9.527805,14.638958,10.292742,8.040613,0.43821454,0.49686033,0.5824579,0.50983006,0.39544314,0.33464256,0.38396594,0.52607954
94,0.6186683,-0.4802579,173.33920137512635,10.081179,12.848822,9.36929,10.258928,0.49140254,0.4954409,0.47493365,0.48707205,0.44119832,0.5400413,0.46233714,0.5932247
95,0.68031955,0.7823721,175.77823476642365,7.4123173,12.705427,9.782218,11.340492,0.4725075,0.46646732,0.50907695,0.50695795,0.5666216,0.5972275,0.5382672,0.6198063
96,-1.1534151,0.3114253,171.8380415892389,8.040422,13.787078,10.489307,9.693946,0.4596171,0.5119303,0.56907475,0.44971058,0.45571068,0.44759452,0.43898553,0.51662445
97,0.6918077,1.093271,176.36625814694588,6.825794,12.640462,9.823829,11.488162,0.4773002,0.45106533,0.5146394,0.50186795,0.5894338,0.6105441,0.5559281,0.625274
98,2.148098,-0.701052,174.34575658680973,11.18991,13.000617,7.770486,10.587374,0.4999696,0.48566753,0.42999583,0.5002711,0.43299425,0.59888786,0.51608664,0.63244444
99,-1.2786565,0.542528,172.33267058361633,7.5943284,13.852676,10.637469,9.96806,0.46000546,0.50330377,0.5707819,0.42386615,0.46332332,0.46586254,0.44180146,0.51262885
100,0.88698846,-0.8021997,172.8028244929937,10.712733,12.92577,9.4081955,9.994955,0.5118708,0.49868822,0.4569535,0.49449715,0.4110222,0.54651624,0.45961037,0.5977364
101,-0.2862663,1.3199896,175.3457961512116,6.494443,12.859769,10.754955,11.691161,0.51013196,0.46232298,0.5493815,0.4378899,0.57130396,0.600204,0.50541335,0.58945227
102,-0.8902813,1.1385666,174.42962206410337,6.579327,13.191647,11.017342,11.304983,0.4846159,0.47844124,0.5608582,0.40677893,0.52895683,0.5639488,0.47572902,0.54728264
103,-0.6051533,2.1068296,176.88611818675807,5.451005,13.23884,10.889442,12.769428,0.5290185,0.41177702,0.5706509,0.38787162,0.60457444,0.65822965,0.47999212,0.61336714
104,0.6475142,1.2597202,176.56383842539427,6.572583,12.642842,9.887058,11.5621395,0.48496127,0.4450233,0.5173396,0.49548343,0.6013336,0.61741805,0.56005037,0.62463087
105,1.3864075,2.1500719,179.29799910997042,5.576557,12.86974,9.012306,12.280298,0.4498271,0.36319837,0.5225325,0.50355154,0.665469,0.67964983,0.6255905,0.65773326
106,-0.2806603,1.2863723,175.2780103893941,6.541914,12.856788,10.754271,11.656451,0.5084992,0.46485665,0.548628,0.43944705,0.569109,0.59747744,0.5060841,0.5883194
107,1.8797412,-0.8736049,173.59493901452205,11.389064,12.894877,8.257716,10.287716,0.51850206,0.49651682,0.4284335,0.49330407,0.41367948,0.58824986,0.50162774,0.62476695
108,-2.243725,0.2728623,171.05878441297358,7.569412,14.963866,10.53658,9.130889,0.40420723,0.48954678,0.5938428,0.4166574,0.42990595,0.3671938,0.35900497,0.49862763
109,-0.08003218,-1.3012651,170.532322946907,11.287466,13.771714,9.103264,8.543637,0.50493634,0.49046895,0.50947136,0.516212,0.37015098,0.44608003,0.39115652,0.56208694
110,0.6030719,1.4423434,176.80143776146653,6.313739,12.640748,9.924209,11.644232,0.49323586,0.43224785,0.5256102,0.4893194,0.6135308,0.6268366,0.5605656,0.6257405
111,-0.45935732,-0.98772216,170.54283865714854,10.675285,13.861105,9.300416,8.512441,0.47643384,0.49007422,0.5444891,0.51132804,0.3929348,0.4117712,0.38893196,0.54283565
112,-0.4858459,1.2986102,175.05778468418998,6.457488,12.991914,10.917033,11.692398,0.5067495,0.4686317,0.5534228,0.4255954,0.5594739,0.593535,0.4928586,0.57721555
113,0.54654616,-1.500288,170.64262611847036,11.762573,13.545357,9.448567,8.554428,0.535072,0.50182307,0.46635106,0.5207452,0.35435376,0.50341654,0.4107554,0.57823414
114,0.6019618,0.020349393,174.37035145657796,9.025387,12.783708,9.548058,10.739793,0.47897264,0.4866421,0.49120498,0.49367103,0.49416423,0.5620518,0.49401036,0.6004311
115,-0.2214793,1.7006122,176.23019078864556,5.964194,12.902251,10.690236,12.107996,0.5249879,0.43302417,0.55870616,0.42845705,0.6016256,0.63201916,0.5082079,0.6072643
116,1.8829083,0.14886206,176.09864444777284,9.20874,12.855391,7.775431,11.399909,0.45596534,0.45291197,0.46163675,0.51040053,0.5105521,0.5906672,0.54149395,0.63451
117,0.4241799,0.6925018,175.21057765187754,7.5808377,12.740754,10.188289,11.257606,0.4800416,0.47452277,0.5146555,0.49833828,0.55622536,0.5847069,0.5204084,0.60935664
118,-1.0841919,-2.4099107,167.6139903133806,11.5546,15.351349,9.139027,6.127137,0.5057404,0.47458324,0.55551773,0.5680192,0.309728,0.28963873,0.30661434,0.5817998
119,2.0747993,-1.1308211,173.31097399077095,11.862667,12.936361,8.166755,9.909125,0.5296359,0.50126696,0.41187805,0.49236515,0.39014727,0.59668565,0.5080363,0.633286
120,0.20614763,0.41693297,174.4911392278308,8.138177,12.749304,10.45112,10.886263,0.47510263,0.48549917,0.5156565,0.48948225,0.5297063,0.5610947,0.500553,0.59616035
121,-0.92119944,1.020205,174.10138329915563,6.761575,13.211855,10.958119,11.044659,0.47962555,0.48456874,0.5624846,0.408741,0.51860946,0.5500939,0.4733783,0.5389633
122,-0.0095662745,0.8805348,174.76698447766833,7.2590156,12.722786,10.614265,11.199913,0.4940816,0.4798335,0.53224045,0.47439945,0.55173224,0.57253504,0.5164692,0.5883182
123,2.5213192,0.46974552,177.74977837800532,8.801754,12.960142,6.987296,11.467911,0.41810074,0.42112458,0.4573223,0.51577455,0.54284114,0.6090203,0.58873796,0.66532123
124,-0.30630112,-0.062512666,172.59702083725801,9.161021,13.071741,10.425985,9.812059,0.46273488,0.5089848,0.5288639,0.48831415,0.46623904,0.49676046,0.4544725,0.55822927
125,0.99867254,-0.7262024,173.06213751234833,10.639532,12.927445,9.282362,10.2079735,0.5115122,0.50055426,0.4556335,0.49312678,0.42131722,0.55436033,0.4697181,0.60285527
126,0.74332815,-0.11504013,174.21080848076124,9.359083,12.780456,9.299122,10.761281,0.4854849,0.4885523,0.48171893,0.48879752,0.48111805,0.5577041,0.48910993,0.59999514
127,-1.0628446,-1.1541411,169.62289627489113,10.31672,14.54195,9.613283,7.6566577,0.45556113,0.4848828,0.57814616,0.51866204,0.38294178,0.33924484,0.36374345,0.5415983
128,2.3487823,0.8645919,178.29689341459374,8.093378,12.896432,7.2215023,11.5944395,0.40609333,0.40882045,0.47010806,0.51776844,0.5759607,0.6202408,0.6006778,0.661966
129,1.174875,-0.34999937,173.96028881025865,9.967995,12.846985,8.890974,10.8754835,0.5002871,0.49219745,0.46692774,0.49448875,0.46145502,0.5664804,0.4879985,0.60818255
130,0.019122502,-2.1912112,169.05384441508733,11.93251,14.390814,9.251262,7.2288604,0.5390189,0.49570656,0.49095026,0.5509041,0.3175742,0.4248557,0.364945,0.58998024
131,-0.8602174,-0.39547715,170.8797808898351,9.54384,13.83478,10.340476,8.906515,0.45584092,0.5114016,0.5522944,0.49998474,0.42794627,0.41058508,0.4161005,0.5331223
132,0.14632711,0.13188915,173.92432939924385,8.733303,12.834871,10.336487,10.500125,0.46963295,0.49506137,0.51139855,0.48793304,0.49934882,0.54237235,0.48609063,0.59030837
133,-1.0960451,1.4635801,175.15681017688846,6.1077642,13.359266,11.122007,11.898341,0.48471814,0.45606586,0.56501764,0.3802566,0.5399021,0.5874303,0.46233836,0.5545927
134,-0.18452485,0.45895088,173.75688691208893,8.058855,12.810123,10.794702,10.645033,0.47727108,0.5005859,0.52675056,0.47625288,0.51393336,0.5351333,0.4918784,0.5728589
135,0.17084928,0.11196068,173.92784866408877,8.77839,12.837752,10.294205,10.498135,0.46992454,0.49485138,0.50997955,0.48845974,0.4977171,0.5428382,0.48612386,0.5908224
136,0.7631924,-1.0378491,172.05747648660974,11.108425,13.058643,9.505082,9.47893,0.52083695,0.49795574,0.45969585,0.5011366,0.3869284,0.53416276,0.44377896,0.58795345
137,-1.2539209,0.17888047,171.4261988816203,8.19988,13.962893,10.426545,9.421352,0.45343253,0.51271397,0.57113874,0.45895693,0.44521782,0.4249209,0.4242126,0.51662076
138,0.6418341,1.4299018,176.85594773491425,6.3262157,12.641788,9.869268,11.652137,0.4904312,0.4322646,0.52305156,0.49115643,0.6131802,0.62658334,0.5628385,0.62693274
139,-0.8111734,-0.8613939,170.39729985460713,10.19519,14.100769,9.744162,8.282288,0.4572611,0.4912074,0.5607113,0.50895405,0.40249673,0.38237616,0.3860694,0.5391403
140,-1.7119629,0.7926037,172.82045284222775,7.0855236,14.135935,10.72192,10.261003,0.4454241,0.47777352,0.5771803,0.3880173,0.46901065,0.4657714,0.4110896,0.5076106
141,-1.6678082,-1.0557805,169.02026393750322,9.631877,15.097341,10.296601,7.379727,0.42852044,0.48678783,0.59712166,0.52560633,0.37465075,0.29287213,0.358251,0.5285373
142,-0.6093754,-0.4948436,171.14438997646087,9.914883,13.625391,10.068258,8.914255,0.4591332,0.5048502,0.54369926,0.50688076,0.42888263,0.43026093,0.4138832,0.537637
143,0.6292365,-1.2520068,171.34556073377928,11.466452,13.327211,9.458762,9.008752,0.52586293,0.49930948,0.4645548,0.5099674,0.36958134,0.51920885,0.42693868,0.57999843
144,-0.45719564,-0.83526945,170.81738229008556,10.469833,13.77169,9.467896,8.650499,0.47182772,0.4921352,0.5423005,0.5087286,0.40628764,0.42072544,0.39644504,0.53901446
145,0.8904001,-0.19987644,174.1521740000148,9.560872,12.768562,9.129305,10.850488,0.49008554,0.48909897,0.47565237,0.48975682,0.4743059,0.5598363,0.48829913,0.60122246
146,0.8469253,-0.27120003,173.95446011180314,9.703468,12.793651,9.173437,10.752625,0.49163836,0.49220717,0.47370496,0.48852578,0.46626863,0.5561574,0.48319772,0.59892756
147,-0.9085584,0.08792389,171.69361273925506,8.58406,13.540409,10.475643,9.548679,0.46197075,0.5192521,0.55505425,0.475234,0.4560197,0.4475919,0.44317013,0.5267381
148,-0.3875565,0.53684175,173.54187653885234,7.828356,12.905555,10.821861,10.545446,0.4779946,0.50551623,0.5362058,0.46246958,0.5096839,0.53101045,0.4866874,0.5555794
149,1.6713896,-0.8803623,173.34471080632107,11.246122,12.870799,8.586398,10.227633,0.5217659,0.5000915,0.43275434,0.49159002,0.41110447,0.5798305,0.4931636,0.61779445
150,1.4911379,0.19710442,175.66375329613274,9.040695,12.749649,8.324892,11.38516,0.46672338,0.4609862,0.47211912,0.5065378,0.51336604,0.58722466,0.5286914,0.62142205
151,0.84035856,-1.8617036,170.04469016863675,12.207971,13.696938,9.528923,8.174188,0.55889446,0.5102017,0.4437259,0.53032637,0.33069077,0.5033737,0.40872017,0.59811324
152,0.01617165,-0.3224094,172.7073026702022,9.752236,13.075875,9.925821,9.760804,0.47307152,0.49900052,0.5114724,0.48932773,0.45217842,0.5041109,0.45128566,0.5673275
