id,epoch,z0,z1,width,height,Ug,gp,thickness_roofA,thickness_construction_Structure,thickness_construction_Insulation,energy
29,100,0.059894685,-0.21252304,3.0405326,1.2728196,0.89886165,0.5955206,0.18877755,0.15913363,0.24107142,47150.85
30,100,0.068599224,-0.2722761,3.1890624,1.3223579,0.9543457,0.6106242,0.17822967,0.15923575,0.22029434,46969.95
31,100,0.038127385,0.51271755,3.2154374,1.3712447,0.60626304,0.48927075,0.18486534,0.16010275,0.27294326,47634.67
32,100,-0.02852887,-0.32473028,3.0404372,1.3285396,0.97346604,0.6126134,0.18981972,0.17651017,0.22464107,47104.74
33,100,0.2891205,0.41287082,3.039089,1.3524662,1.0042615,0.6257959,0.17539974,0.16234477,0.20647094,47077.453
34,100,1.6180543,-0.8244091,3.022081,1.3291751,0.97621405,0.61248,0.19085234,0.17778867,0.22466874,47122.508
35,100,-1.4449402,-1.210543,3.133111,1.3127428,0.9510753,0.6128229,0.17988499,0.15931271,0.22864921,46972.625
36,100,-0.87916064,-0.2311016,2.9375439,1.3063351,0.95238495,0.589943,0.21337128,0.19150174,0.23052302,47361.344
37,100,-0.38687086,-0.51029277,3.2077546,1.3501598,0.7687532,0.5467646,0.17994283,0.16000284,0.25239182,47241.695
38,100,0.040071458,-0.3277549,3.189609,1.3188281,0.91396964,0.60539275,0.17945126,0.15906517,0.2325745,46965.75
39,100,-1.0068318,1.6815767,3.1779137,1.3276935,0.92901856,0.59135383,0.1790209,0.15927468,0.23027194,46995.656
40,100,-0.42231482,0.10471403,2.6094072,1.4066815,1.074647,0.6389744,0.17528068,0.16807924,0.18196768,47578.453
41,100,-0.8963697,-1.962732,2.6444097,1.3725924,1.1202521,0.63192457,0.19438216,0.18930015,0.19400169,47526.867
42,100,0.5232767,-0.17154633,3.2281272,1.3776319,0.620816,0.4926845,0.18601097,0.15881576,0.2685178,47584.48
43,100,-0.7967753,1.5480669,3.0381873,1.2727718,0.89874697,0.5956526,0.18880823,0.15913188,0.24104318,47152.523
44,100,-0.060287535,0.27808106,3.0770822,1.1516545,0.92967355,0.5542439,0.24709699,0.199161,0.24492751,47646.965
45,100,0.2149656,0.09721923,2.9436734,1.3129475,0.96014774,0.5978378,0.20763126,0.1889639,0.22876841,47307.83
46,100,-0.36111313,0.60896236,3.0670624,1.305376,0.9416328,0.6097101,0.18285754,0.15908271,0.23156266,47038.18
47,100,1.867558,-0.9772779,3.1211624,1.2765397,0.79151404,0.5783,0.19083871,0.15816556,0.25334972,47266.95
48,100,0.04949498,0.4938368,2.82125,1.3737928,1.0646868,0.63535285,0.17753407,0.1684588,0.18448366,47449.89
49,100,0.5289436,0.24614778,2.7861607,1.375911,1.0866373,0.63561463,0.17972457,0.17176077,0.18108287,47512.4
50,100,0.010185518,2.1982963,3.2191763,1.2591709,0.9645192,0.6238657,0.19568688,0.16970408,0.22929333,47024.023
51,100,-0.10321885,0.41059852,2.995336,1.3310419,0.9547192,0.6151436,0.18155405,0.15869595,0.22767796,47043.414
52,100,-0.8056265,-1.1183119,3.0860739,1.2597998,0.79233754,0.5784239,0.19384068,0.1581263,0.2548357,47307.63
53,100,-0.1049797,1.367415,3.2658753,1.0128555,0.92966366,0.63995475,0.24739051,0.18451306,0.27798665,47269.19
54,100,0.045758516,-0.18718386,3.2111154,1.2732439,0.96413344,0.61682117,0.1976141,0.17232716,0.22944787,47032.777
55,100,-1.048553,-1.420018,3.2069278,1.3438038,0.8349626,0.5705379,0.17847458,0.1598598,0.24309254,47108.86
56,100,1.342622,-0.7399359,3.158114,1.2221467,0.86222583,0.59481084,0.2011309,0.1593197,0.25471786,47147.297
57,100,0.20508662,1.1615338,3.166646,1.2589297,0.8974488,0.6012578,0.19181153,0.15935968,0.24063107,47076.258
58,100,-0.9831182,-0.898322,2.9217386,1.3415749,1.0177693,0.6184212,0.19007754,0.18008661,0.21994135,47163.668
59,100,2.259309,-0.042257152,2.812898,1.2081413,0.8092942,0.57048386,0.20572887,0.15853488,0.258971,47552.133
60,100,-1.0342429,0.6815945,2.5610805,1.4172975,1.1304892,0.6504583,0.17838572,0.1779859,0.1609936,47831.82
61,100,-1.0299352,-0.34994337,3.2374241,1.1799763,0.9638437,0.63260704,0.21464002,0.17740324,0.23627159,47140.906
62,100,0.6984571,0.003770889,2.5523298,1.4089293,1.1630158,0.64410776,0.1909613,0.18985671,0.16423291,47858.133
63,100,0.07458641,-1.0770991,3.224321,1.4034832,0.4786332,0.45506096,0.19492674,0.16029567,0.29250008,48019.773
64,100,0.8179776,-0.27891427,3.270678,1.0430703,0.96981424,0.6481744,0.24577017,0.19499527,0.2556105,47332.855
65,100,1.370989,-0.50984323,3.2183504,1.1158816,0.9267272,0.6254097,0.22470579,0.16861123,0.25448966,47194.016
66,100,-0.51751906,-0.97882986,3.2085547,1.345995,0.78596187,0.55348176,0.18320496,0.15848887,0.25133222,47197.098
67,100,-0.33210227,-0.7214313,2.6777222,1.3575429,1.0820084,0.6222411,0.20102715,0.19177821,0.21190551,47369.77
68,100,-0.7290447,0.1965574,2.730719,1.36552,0.959183,0.61532915,0.18343177,0.1584348,0.22841272,47185.152
69,100,-0.91800475,0.25249663,2.8909886,1.2628932,0.8902621,0.59341776,0.19410573,0.1585475,0.24515846,47274.543
70,100,0.038630553,-1.6567152,3.2053163,1.2369015,0.964957,0.6108997,0.21551946,0.18242043,0.2342054,47143.89
71,100,0.5407736,-1.8180777,3.038904,1.2798994,0.8250139,0.5271286,0.19953385,0.15724646,0.22490826,47614.5
72,100,-0.11054066,1.0201727,3.037961,1.3280864,0.972937,0.61229235,0.19026163,0.17687783,0.22470513,47110.53
73,100,-0.060362495,-0.7110406,3.0460742,1.3350034,0.9890434,0.61718786,0.18497872,0.17284155,0.22231871,47055.133
74,100,0.01862737,1.054325,3.2229843,1.215976,0.96656275,0.6256586,0.20983161,0.176626,0.23430146,47103.22
75,100,0.21258704,1.5470315,2.9033728,1.3485272,1.0452006,0.62374544,0.1855033,0.17701419,0.21293107,47150.35
76,100,0.8416313,-0.24945858,3.22361,1.3652315,0.703476,0.51933134,0.18234594,0.15922831,0.257667,47409.094
77,100,0.69042903,0.7966721,3.2172043,1.3510633,0.82170963,0.561691,0.17926131,0.15934744,0.24250144,47144.367
78,100,-0.26800337,0.8024564,3.1987607,1.3352165,0.8690534,0.58259726,0.178451,0.16000238,0.24161103,47036.625
79,100,-0.54286146,0.41605005,3.2006416,1.2330445,0.96367085,0.6078229,0.21903235,0.18467034,0.23471841,47173.54
80,100,-1.3804307,-0.53591454,3.2257977,1.1352942,0.97454023,0.62417823,0.23603898,0.1908913,0.24588427,47272.938
81,100,1.4315678,1.4622141,2.8471692,1.3503765,1.052989,0.6233104,0.18866053,0.18095927,0.21327709,47204.176
82,100,0.03308975,-0.85416126,2.6143456,1.3812732,0.9597551,0.6142045,0.18616703,0.1583361,0.23018983,47243.58
83,100,-0.48324955,0.0025711823,3.0755544,1.2790208,0.9047086,0.5972223,0.18715739,0.15913601,0.23991606,47107.047
84,100,-0.062053125,1.2591671,3.2049148,1.248678,0.9225419,0.61560285,0.19450806,0.1607166,0.24164529,46992.445
85,100,-0.6524086,-0.39095336,3.1315482,1.3112404,0.94931966,0.61227876,0.18013793,0.15931645,0.22901654,46977.797
86,100,0.4574156,-0.964612,3.1864548,1.3079606,0.9429177,0.61088896,0.1805822,0.1593737,0.2235305,46986.92
87,100,0.8709618,-0.87797064,3.1800284,1.3296052,0.8932987,0.58081055,0.1792894,0.15962137,0.24065474,47023.117
88,100,1.0400863,0.16464381,2.56994,1.4169643,1.0948017,0.6435354,0.17511484,0.17054957,0.17354423,47681.39
89,100,1.4558079,0.055492226,3.1147535,1.3383948,0.9970561,0.6215451,0.17800617,0.1645334,0.21737099,46966.344
90,100,-1.6326345,-1.5677677,3.2254155,1.2425542,0.96761405,0.6274295,0.19313508,0.16604991,0.22963062,47018.094
91,100,1.1002843,1.298022,3.166836,1.339545,0.69444317,0.517222,0.18512009,0.1608025,0.27273297,47424.434
92,100,-0.15766701,2.2567234,2.7547033,1.2622892,0.8856571,0.5910628,0.1996088,0.15819418,0.24602413,47394.21
93,100,0.9132019,2.2113044,3.2032418,1.3360617,0.88770574,0.59016,0.17763089,0.15983665,0.23685783,47000.88
94,100,0.17742614,-0.40178093,3.2276988,1.3858907,0.54361194,0.47245914,0.19514577,0.1575011,0.2821216,47816.414
95,100,0.67646074,-0.38200897,3.216131,1.2553635,0.9563702,0.62226874,0.19057152,0.16288893,0.23099385,46998.926
96,100,-0.058586553,-0.3175431,3.1491027,1.3247182,0.88793254,0.5645502,0.18254709,0.15902713,0.23877543,47122.195
97,100,1.9559124,0.39009333,3.1615803,1.2430555,0.8811542,0.59820944,0.19561157,0.15934967,0.24621749,47113.4
98,100,0.27566653,-0.70838505,2.620561,1.3688929,1.1161306,0.6292956,0.19963899,0.19249806,0.20101683,47489.92
99,100,1.221385,-0.19284183,3.169337,1.3003621,0.95486134,0.6036229,0.19677976,0.17567772,0.22589558,47091.684
100,100,0.62251914,-0.63119197,3.09337,1.2908436,0.9222131,0.6031184,0.18446226,0.15926076,0.23543781,47061.992
101,100,-0.045113303,0.079121724,3.2359962,1.1973305,0.9627327,0.6318876,0.20829907,0.17409903,0.23480186,47101.445
102,100,0.71966815,-0.2484193,2.92628,1.3624471,0.9941674,0.6224114,0.1761319,0.1612151,0.21519387,47066.96
103,100,-1.0043228,-0.9981917,3.2449782,1.0597132,0.97555333,0.6361486,0.2457886,0.19601321,0.25622588,47348.082
104,100,0.57659084,-0.20829876,2.6616626,1.3886472,0.9918406,0.6187209,0.17999035,0.16097671,0.2212891,47209.42
105,100,0.6234536,0.8906717,3.179859,1.3153133,0.8334589,0.5826137,0.18377624,0.15842618,0.24473843,47123.89
106,100,-0.6600563,0.17581895,3.0847812,1.276486,0.9482765,0.5830665,0.21955246,0.19050565,0.22913721,47329.11
107,100,0.47043315,0.31144708,3.2170582,1.1319774,0.97054976,0.6140777,0.24053088,0.19423471,0.2481283,47322.95
108,100,0.7303518,1.1045785,3.085879,1.2779672,0.8897968,0.59578156,0.18760358,0.15897149,0.24150878,47123.84
109,100,1.3925184,1.0375856,3.2466464,1.1125354,0.9782833,0.6342326,0.22185668,0.1750035,0.24431768,47200.703
110,100,-0.5324899,0.6450553,3.2378323,1.1889004,0.9632469,0.63300395,0.20993805,0.17461517,0.2355889,47110.94
111,100,-1.0431294,-0.8570782,3.1397448,1.3263763,0.82442254,0.5412192,0.1843008,0.15928225,0.2543867,47230.953
112,100,-0.44816536,-0.64933795,3.2160218,1.3485543,0.8434527,0.56988907,0.17883994,0.15931997,0.23986185,47098.527
113,100,0.64305454,0.58822495,3.2106247,1.2468199,0.9650192,0.6150406,0.20879418,0.17834055,0.23289435,47097.312
114,100,-0.6436184,-2.2234032,3.1946845,1.3477656,0.70533717,0.5292338,0.18236966,0.16028653,0.26471838,47368.836
115,100,0.7666632,0.3562928,3.096068,1.2842458,0.9056372,0.5990672,0.18599759,0.15908562,0.23869064,47083.797
116,100,-0.5028167,2.4124537,2.5435085,1.4164611,1.1644008,0.6496417,0.18751091,0.18751389,0.15888926,47892.926
117,100,2.5944245,-0.4040323,2.7971716,1.3580704,1.0782638,0.62726885,0.18775056,0.18125913,0.20469421,47301.348
118,100,0.8253722,-0.29832315,3.2241693,1.2447201,0.96907115,0.62591076,0.19218612,0.16542865,0.22952317,47014.285
119,100,1.648504,-1.5500141,3.1686583,1.3199193,0.95965356,0.6155902,0.17795241,0.15943834,0.2259838,46937.43
120,100,-0.34745064,-0.5812685,3.163545,1.3038286,0.90382504,0.6037429,0.18213119,0.1589673,0.23566388,47011.34
121,100,0.15647626,-0.21634398,3.0646129,1.3473935,1.0164869,0.6249443,0.17705722,0.16404638,0.20651452,47064.133
122,100,0.77325296,-1.1838807,2.8786361,1.2217579,0.8302052,0.5745863,0.20174679,0.15876281,0.25554612,47453.383
123,100,-0.66771275,1.6819217,2.784581,1.3089527,0.9263036,0.60468674,0.19179884,0.15808651,0.23477072,47271.508
124,100,0.44819528,1.6961815,3.2218025,1.2021315,0.96871537,0.6243841,0.21647668,0.18043576,0.23690179,47135.715
125,100,-0.40123472,-0.8000825,3.2450862,1.1202749,0.98103696,0.63434845,0.22017339,0.17475498,0.24293801,47189.75
126,100,0.21950956,0.39306292,2.6111517,1.4069519,1.0917901,0.6424166,0.17529333,0.1708489,0.17238638,47686.688
127,100,0.2398671,0.15895867,3.158529,1.3343039,0.74793226,0.5293963,0.18381572,0.16037893,0.2672764,47320.004
128,100,0.7290906,0.12898292,3.2105124,1.2159176,0.9660348,0.6133198,0.22054213,0.18437424,0.23687385,47168.535
129,100,-1.2527953,0.7774904,3.2256763,1.3716162,0.65056443,0.5041348,0.18640503,0.15828562,0.2658832,47506.754
130,100,-1.5824945,2.2436018,3.2371473,1.3972945,0.5135134,0.46428043,0.1961104,0.15733331,0.28541127,47904.86
131,100,1.4665787,0.85255194,3.2260256,1.3710611,0.6569745,0.50381166,0.1837074,0.15921053,0.2637212,47512.477
132,100,0.62523144,-1.6020577,3.2263799,1.2039038,0.966581,0.62746215,0.21206811,0.17733222,0.23500219,47118.81
133,100,-0.45130304,0.26568797,3.242851,1.1382136,0.9600014,0.6296988,0.2151916,0.1709829,0.24408764,47155.43
134,100,-2.115056,1.4053655,2.8784816,1.2682104,0.9489312,0.5607801,0.23474614,0.19773827,0.23388268,47591.957
135,100,-0.7886692,1.0946383,3.1202822,1.1104838,0.7370602,0.57240784,0.2303246,0.15989546,0.28400022,47495.395
136,100,-0.035742734,0.33601573,3.180631,1.2579356,0.9532807,0.60079724,0.21519038,0.1843251,0.23156127,47185.215
137,100,0.36584878,1.2978252,2.6550422,1.3835887,1.1284428,0.6349776,0.1877743,0.18414718,0.18058905,47633.074
138,100,-0.27120733,-1.3171748,3.001349,1.3418394,1.0156956,0.6209913,0.18334785,0.17272477,0.21788678,47068.04
139,100,-2.0042157,0.37687653,2.711985,1.3606355,0.9513076,0.6138628,0.18571769,0.15784001,0.2305476,47207.055
140,100,0.3248696,0.997118,3.091188,1.264026,0.81574905,0.5837641,0.19216207,0.15828916,0.25166404,47256.066
141,100,-0.5986539,-1.1158969,2.7303576,1.3675332,0.96194077,0.61575437,0.18295923,0.15863314,0.22807108,47180.52
142,100,-0.10169727,0.019279385,3.1774645,1.2053964,0.9555303,0.59421134,0.23380494,0.19294968,0.23893565,47315.457
143,100,-0.120406635,-1.479316,3.1204305,1.297554,0.8931973,0.5746299,0.18836302,0.1582102,0.22072925,47247.297
144,100,-0.035768073,2.3807454,3.1006339,1.2180054,0.832381,0.57696027,0.20308146,0.15878859,0.23604542,47409.93
145,100,-1.3322116,-1.9686247,2.5309396,1.3933836,0.94193745,0.60946536,0.19452405,0.15690072,0.23538712,47287.02
146,100,0.5383296,-0.14244542,3.1996639,1.3475388,0.68556374,0.5226168,0.18903776,0.15782748,0.26593518,47416.875
147,100,-1.6384237,-1.7763886,3.1563082,1.1174173,0.77743465,0.5881788,0.22941121,0.16114695,0.28088737,47366.06
148,100,2.5263681,1.7699214,3.196684,1.2843757,0.9591505,0.6094602,0.19948998,0.17509086,0.22831231,47063.973
149,100,-0.86122566,1.9100649,3.127356,1.2914221,0.90026546,0.6012781,0.18458907,0.15897301,0.23808265,47056.7
150,100,0.3595044,-0.14456682,3.2020657,1.1213679,0.88090646,0.6170966,0.22603232,0.1646295,0.2656424,47183.47
151,100,-0.63743705,-0.3972718,3.185965,1.3604841,0.5579879,0.48246655,0.18807627,0.16071884,0.28390473,47783.805
152,100,-1.3065269,1.6581306,3.1347961,1.3406752,0.97695535,0.6211493,0.17543769,0.16022065,0.21905342,46936.32
153,100,0.24676603,1.5259576,3.1559343,1.3123724,0.94968593,0.6121006,0.17950413,0.15941456,0.22841647,46963.07
154,100,0.77083695,0.24316822,3.213433,1.3629944,0.63370097,0.5012075,0.1903839,0.15766476,0.27136314,47536.727
155,100,0.46616644,-0.37024245,3.1047993,1.2477521,0.8551581,0.57758605,0.19673537,0.15858972,0.22547337,47374.12
156,100,0.51283646,-0.32631847,3.208205,1.3311884,0.95919865,0.61521727,0.17605329,0.15945494,0.2240563,46907.996
157,100,-0.6126257,-0.82282835,2.6234012,1.3978602,1.0154297,0.6235115,0.17821665,0.16281188,0.21120402,47279.98
158,100,2.2697546,-1.4543657,3.175292,1.3324379,0.6459559,0.5158718,0.19382624,0.1574505,0.27202386,47519.57
159,100,-0.7537045,0.13768983,3.2114334,1.3657997,0.62775064,0.49847186,0.1837445,0.16029844,0.27067968,47566.777
160,100,-1.7232282,1.7975394,3.2370162,1.1448418,0.96822137,0.6325955,0.22716588,0.18434848,0.24093325,47220.594
161,100,-0.45380405,0.40326455,3.1940224,1.3302891,0.9302613,0.5995414,0.177367,0.1596127,0.23160055,46950.96
162,100,-0.18290497,0.8962484,3.1912637,1.0201645,0.724821,0.602237,0.2476266,0.16742477,0.29295486,47546.594
163,100,2.3207998,0.11709087,3.031521,1.3376608,0.9620013,0.61720824,0.17947197,0.15879762,0.2261841,46997.37
164,100,0.14404356,1.4542735,3.2115793,1.3685665,0.5719302,0.48291892,0.19516733,0.15713228,0.2798187,47728.2
165,100,0.25233144,-0.390798,3.1970236,1.3733954,0.5258353,0.47122958,0.18900509,0.1606906,0.28638694,47894.594
166,100,0.16392857,0.09632136,2.8732164,1.3684905,1.0058177,0.62476176,0.17587993,0.1620805,0.21030381,47137.453
167,100,-1.1949868,-0.50040966,2.8894775,1.187971,0.716394,0.5523491,0.21106198,0.1577681,0.27039862,47691.203
168,100,0.012231983,1.5692596,3.1514616,1.3162498,0.92272073,0.58394516,0.18280527,0.15881298,0.22376382,47097.66
169,100,-0.35343176,-1.6164742,2.6789885,1.3582737,1.0837393,0.6228611,0.20010976,0.19140035,0.21119931,47371.09
170,100,-0.4957955,1.2165778,3.1590822,1.3368499,0.7113586,0.519027,0.18494509,0.16064991,0.27185836,47399.777
171,100,0.86900634,0.18418126,2.8727646,1.3619127,1.0722654,0.62835157,0.18157661,0.17315035,0.1965562,47303.195
172,100,0.77067304,-0.13043973,3.1587653,1.3013513,0.89990807,0.60284257,0.18268372,0.15893775,0.2365189,47023.64
173,100,0.15466884,1.0415684,3.1851282,1.3328918,0.96901,0.6195319,0.17578775,0.15947749,0.22279464,46904.88
174,100,-0.9196507,2.6429358,3.2174575,1.3796488,0.5275697,0.46929365,0.19910875,0.1567482,0.28569335,47872.426
175,100,1.2577442,-2.0866349,3.2155228,1.3471091,0.8544495,0.5740467,0.17846185,0.15937346,0.23825055,47077.28
176,100,0.067492254,0.016338084,3.1034565,1.2913495,0.9224955,0.60282505,0.18427965,0.15925558,0.23560113,47053.24
177,100,-1.6923704,0.72934633,3.1418145,1.3087137,0.9594614,0.6025229,0.19515315,0.17634988,0.22557619,47101.73
178,100,0.1989895,1.9887319,3.1907947,1.3632712,0.5528528,0.48051673,0.18800502,0.16046545,0.28370437,47802.074
179,100,0.030601824,-0.069641575,2.5437613,1.4164649,1.0190395,0.6214427,0.18091522,0.16320734,0.21398063,47283.01
180,100,-0.40317693,1.222445,2.6926935,1.3930421,1.0663772,0.63725,0.17520396,0.16774002,0.18241939,47538.22
181,100,0.031267546,-0.09211212,3.0817955,1.3126856,0.833806,0.5249209,0.19092351,0.1582869,0.24287978,47413.65
182,100,2.116791,-1.6108783,2.6607893,1.3907392,1.0033827,0.62146986,0.17858708,0.16202325,0.21584593,47224.67
183,100,-1.540797,0.06326199,3.2643676,1.0827616,0.96716714,0.6459192,0.23457763,0.1856117,0.24819636,47258.84
184,100,0.013239767,-0.12194493,3.1942341,1.3686317,0.5342455,0.4743275,0.18871316,0.16057846,0.285505,47867.805
185,100,0.19145088,0.8805112,2.9348538,1.2412157,0.8563577,0.58295166,0.19678532,0.15889513,0.25023806,47339.414
186,100,-0.6599427,0.21301717,2.5573173,1.4208772,1.1008184,0.64495605,0.1750813,0.17135422,0.17141014,47706.547
187,100,-0.75787085,-0.050084095,2.7441652,1.3846587,1.0390384,0.6317205,0.17543733,0.16466197,0.19665042,47353.766
188,100,-0.9443685,0.23810315,2.5845714,1.3132539,0.8997685,0.59738374,0.20358819,0.15676385,0.24205023,47429.555
189,100,-0.32493496,-0.71130633,2.6433096,1.361471,0.94339395,0.61193997,0.18942243,0.15718362,0.23370498,47254.723
190,100,-0.13370156,1.0777438,3.1224368,1.3241014,0.9606286,0.6111118,0.18637152,0.17139381,0.22487956,47039.73
191,100,1.6085222,-0.56157875,2.5538373,1.3894513,0.95087075,0.6116964,0.19065689,0.15757532,0.2331272,47274.938
192,100,0.40088567,-0.009657237,3.1980004,1.2270877,0.8999474,0.6114329,0.20031473,0.16062912,0.24981472,47032.01
193,100,0.10490716,0.13391292,3.160583,1.283225,0.9521285,0.5982589,0.20708545,0.1816404,0.22825478,47166.105
194,100,0.038908705,0.62656426,3.092366,1.2598405,0.7584523,0.57105124,0.19499883,0.15792915,0.25859523,47366.594
195,100,1.0085973,0.52759737,2.843046,1.243837,0.8675952,0.5863512,0.19844294,0.15845111,0.25029197,47370.977
196,100,-0.6878376,-1.2140774,3.0108397,1.2973046,0.9531273,0.58630574,0.21304417,0.18992701,0.22894427,47331.36
197,100,0.44386324,0.33367434,3.2377753,1.1660297,0.974957,0.63280416,0.20995875,0.17167842,0.23718819,47125.79
198,100,0.42258036,0.5474806,3.2112775,1.351233,0.77699566,0.5470067,0.17984465,0.15988618,0.25026876,47233.812
199,100,-1.37076,0.8656529,3.1756349,1.3298028,0.86794966,0.5711647,0.18006192,0.15972568,0.24622424,47070.945
200,100,1.1394007,-1.2348258,3.0620432,1.3146688,0.955842,0.60088146,0.19784069,0.18131144,0.22720778,47177.426
201,100,-1.1419014,-1.3109704,3.154393,1.2070777,0.8470776,0.5923432,0.20510644,0.15935364,0.2599544,47180.797
202,100,-1.2037352,0.4170435,3.2510405,1.0950924,0.97539234,0.635137,0.22600166,0.17628339,0.24736974,47223.61
203,100,-1.3177173,0.54100823,3.2249699,1.3689711,0.6728832,0.5099956,0.18463853,0.15861522,0.26213014,47469.17
204,100,-1.5829384,0.6103794,3.2028122,1.3283975,0.96633315,0.6169424,0.17624402,0.15944952,0.22026777,46923.742
205,100,-0.33379096,-0.020129103,2.8377423,1.31913,0.9368418,0.6084676,0.18842171,0.15824172,0.23204796,47204.332
206,100,0.9265583,0.55808187,2.876199,1.2397261,0.857852,0.5846985,0.19811958,0.1587301,0.25069892,47373.43
207,100,-0.7047003,0.9432607,3.202414,1.3683653,0.58045006,0.48671117,0.18567419,0.16047949,0.27809057,47708.477
208,100,-0.8137945,-1.4491177,3.2728753,1.0320159,0.9972877,0.6457178,0.24231344,0.18620412,0.25932014,47272.44
209,100,1.5612797,-0.94027025,2.93909,1.2925305,0.92419463,0.60373664,0.18854597,0.15877028,0.23612681,47173.156
210,100,0.22558166,1.3891454,3.15351,1.2681816,0.9498913,0.59375393,0.2151965,0.1858665,0.23009214,47226.043
211,100,-0.8358561,-0.9420936,3.103612,1.3320297,0.6126051,0.4811185,0.19189955,0.16056418,0.2868373,47694.87
212,100,-0.29183736,-0.7614922,3.189396,1.3521558,0.6364193,0.50685376,0.18476184,0.16056092,0.27441287,47528.54
213,100,-0.3751471,-1.2261962,3.1937306,1.3869475,0.4790379,0.45770428,0.19416621,0.16110039,0.2936666,48043.168
214,100,-0.8517292,1.8227236,3.298117,1.0095756,1.001483,0.6607358,0.24812073,0.19388299,0.2690596,47234.094
215,100,0.08617684,2.190898,2.829746,1.3584981,1.0754895,0.627847,0.1854803,0.17833094,0.20234635,47291.773
216,100,0.46637958,-0.09439251,3.269789,1.0517672,0.96682674,0.6474751,0.24392314,0.1932841,0.25383863,47321.812
217,100,0.05095428,-1.7942293,3.2292829,1.3777908,0.614286,0.49070722,0.1854707,0.15907717,0.2690338,47607.516
218,100,-1.0405992,-0.31560314,2.9042683,1.2240827,0.83383566,0.57419014,0.20097107,0.15879104,0.2552656,47428.02
